valuation,Rating year,Location,Suburb,Town/City,Total Rates
1495146000A,2018,"""1 Matai Street, Waikanae""",,,2888.6
1495146000B,2018,"""51 Rimu Street, Waikanae""",,,2857.25
1495146100A,2018,"""3 Matai Street, Waikanae""",,,2731.9
1495146100B,2018,"""3 Matai Street, Waikanae""",,,2794.94
1495146200,2018,"""5 Matai Street, Waikanae""",,,4113.48
1495146300A,2018,"""2 Tawa Street, Waikanae""",,,2806.77
1495146300B,2018,"""2 Tawa Street, Waikanae""",,,2807.58
1495146400,2018,"""4 Tawa Street, Waikanae""",,,3604.18
1495146500A,2018,"""6 Tawa Street, Waikanae""",,,2771.59
1495146500B,2018,"""6 Tawa Street, Waikanae""",,,2731.21
1495146600,2018,"""8 Tawa Street, Waikanae""",,,3447.86
1495146700,2018,"""10 Tawa Street, Waikanae""",,,3351.04
1495146800,2018,"""12 Tawa Street, Waikanae""",,,3989.57
1495146900,2018,"""14 Tawa Street, Waikanae""",,,3677.37
1495147000,2018,"""16 Tawa Street, Waikanae""",,,3385.2
1495148000,2018,"""25 Tawa Street, Waikanae""",,,3390.05
1495148100,2018,"""23 Tawa Street, Waikanae""",,,3987.42
1495148200,2018,"""21 Tawa Street, Waikanae""",,,3970.57
1495148300,2018,"""19 Tawa Street, Waikanae""",,,3678.54
1495148400,2018,"""17 Tawa Street, Waikanae""",,,3579.39
1495148500,2018,"""15 Tawa Street, Waikanae""",,,3820.28
1495148600,2018,"""13 Tawa Street, Waikanae""",,,3848.27
1495148700,2018,"""11 Tawa Street, Waikanae""",,,3353.35
1495148800,2018,"""9 Tawa Street, Waikanae""",,,3755.58
1495148900,2018,"""7 Tawa Street, Waikanae""",,,3170.18
1495149000,2018,"""5 Tawa Street, Waikanae""",,,3458.58
1495149100,2018,"""3 Tawa Street, Waikanae""",,,3662.61
1495149200,2018,"""1 Tawa Street, Waikanae""",,,3462.61
1495149300,2018,"""11 Matai Street, Waikanae""",,,3586.05
1495149400A,2018,"""13 Matai Street, Waikanae""",,,2747.15
1495149400B,2018,"""13 Matai Street, Waikanae""",,,2712.31
1495149600,2018,"""15 Matai Street, Waikanae""",,,3806.97
1495149601,2018,"""17 Matai Street, Waikanae""",,,2790.04
1495149700,2018,"""19 Matai Street, Waikanae""",,,3272.31
1495149800,2018,"""21 Matai Street, Waikanae""",,,3512.33
1495149900,2018,"""23 Matai Street, Waikanae""",,,3565.43
1495150000,2018,"""25 Matai Street, Waikanae""",,,3573.45
1495150100A,2018,"""27 Matai Street, Waikanae""",,,2589.97
1495150100B,2018,"""27 Matai Street, Waikanae""",,,2710.03
1495150200,2018,"""29 Matai Street, Waikanae""",,,3356.58
1495150300,2018,"""31 Matai Street, Waikanae""",,,3469.53
1495150400A,2018,"""1 Kanawa Street, Waikanae""",,,2892.84
1495150400B,2018,"""1 Kanawa Street, Waikanae""",,,2694.79
1495150500,2018,"""3 Kanawa Street, Waikanae""",,,3428.73
1495150600A,2018,"""5 Kanawa Street, Waikanae""",,,2699.97
1495150600B,2018,"""5 Kanawa Street, Waikanae""",,,2640.49
1495150700,2018,"""7 Kanawa Street, Waikanae""",,,3238.18
1495150800A,2018,"""9 Kanawa Street, Waikanae""",,,2554.71
1495150800B,2018,"""9 Kanawa Street, Waikanae""",,,2583.75
1495150900,2018,"""11 Kanawa Street, Waikanae""",,,3236.49
1495151000,2018,"""13 Kanawa Street, Waikanae""",,,3456.43
1495151100,2018,"""15 Kanawa Street, Waikanae""",,,3313.78
1495151200,2018,"""17 Kanawa Street, Waikanae""",,,3591.81
1495151300A,2018,"""19 Kanawa Street, Waikanae""",,,2647.02
1495151300B,2018,"""19 Kanawa Street, Waikanae""",,,2689.79
1495151400,2018,"""21 Kanawa Street, Waikanae""",,,3659.44
1495151500A,2018,"""23 Kanawa Street, Waikanae""",,,2639.71
1495151500B,2018,"""23 Kanawa Street, Waikanae""",,,2793.84
1495151600,2018,"""25 Kanawa Street, Waikanae""",,,3354.3
1495151700,2018,"""27 Kanawa Street, Waikanae""",,,3543.74
1495151800A,2018,"""29 Kanawa Street, Waikanae""",,,2723.61
1495151800B,2018,"""29 Kanawa Street, Waikanae""",,,2964.12
1495151900,2018,"""33 Kanawa Street, Waikanae""",,,3632.34
1495152000,2018,"""38 Kanawa Street, Waikanae""",,,3752.16
1495152100A,2018,"""36 Kanawa Street, Waikanae""",,,2661.23
1495152100B,2018,"""36 Kanawa Street, Waikanae""",,,2637.44
1495152200A,2018,"""34 Kanawa Street, Waikanae""",,,2706.66
1495152200B,2018,"""34 Kanawa Street, Waikanae""",,,2726.73
1495152300A,2018,"""32 Kanawa Street, Waikanae""",,,2661.28
1495152300B,2018,"""32B Kanawa Street, Waikanae""",,,2738.34
1495152400A,2018,"""30 Kanawa Street, Waikanae""",,,2823.29
1495152400B,2018,"""30 Kanawa Street, Waikanae""",,,2677.2
1495152500A,2018,"""28 Kanawa Street, Waikanae""",,,2746.51
1495152500B,2018,"""28 Kanawa Street, Waikanae""",,,2947.15
1495152600,2018,"""26 Kanawa Street, Waikanae""",,,3367.73
1495152700,2018,"""24 Kanawa Street, Waikanae""",,,3154.35
1495152800A,2018,"""22 Kanawa Street, Waikanae""",,,2849.8
1495152800B,2018,"""22 Kanawa Street, Waikanae""",,,2750.98
1495152900A,2018,"""20 Kanawa Street, Waikanae""",,,2686.11
1495152900B,2018,"""20 Kanawa Street, Waikanae""",,,2669.49
1495153000A,2018,"""18 Kanawa Street, Waikanae""",,,2606.05
1495153000B,2018,"""18 Kanawa Street, Waikanae""",,,2656.13
1495153100,2018,"""16 Kanawa Street, Waikanae""",,,3390.42
1495153200,2018,"""14 Kanawa Street, Waikanae""",,,3348.38
1495153300,2018,"""12 Kanawa Street, Waikanae""",,,3366.3
1495153400,2018,"""10 Kanawa Street, Waikanae""",,,3488.17
1495153500,2018,"""8 Kanawa Street, Waikanae""",,,3473.35
1495153600,2018,"""6 Kanawa Street, Waikanae""",,,3236.57
1495153700,2018,"""4 Kanawa Street, Waikanae""",,,4729.51
1495153800A,2018,"""2 Kanawa Street, Waikanae""",,,2802.69
1495153800B,2018,"""37 Matai Street, Waikanae""",,,2830.26
1495153900,2018,"""39 Matai Street, Waikanae""",,,3281.85
1495154000A,2018,"""41 Matai Street, Waikanae""",,,2422.93
1495154000B,2018,"""41A Matai Street, Waikanae""",,,2444.15
1495154100,2018,"""43 Matai Street, Waikanae""",,,3751.75
1495154200,2018,"""40 Matai Street, Waikanae""",,,3455.73
1495154300A,2018,"""38 Matai Street, Waikanae""",,,2736.59
1495154300B,2018,"""38 Matai Street, Waikanae""",,,2858.6
1495154400A,2018,"""36 Matai Street, Waikanae""",,,2849.55
1495154400B,2018,"""36 Matai Street, Waikanae""",,,2955.55
1495154500A,2018,"""34 Matai Street, Waikanae""",,,2851.25
1495154500B,2018,"""34 Matai Street, Waikanae""",,,2778.61
1495154600A,2018,"""32 Matai Street, Waikanae""",,,2663.69
1495154600B,2018,"""32 Matai Street, Waikanae""",,,3267.86
1495154700,2018,"""30 Matai Street, Waikanae""",,,3339.04
1495154800,2018,"""28 Matai Street, Waikanae""",,,3523.18
1495154900A,2018,"""26 Matai Street, Waikanae""",,,2671.52
1495154900B,2018,"""26 Matai Street, Waikanae""",,,2653.74
1495155000,2018,"""24 Matai Street, Waikanae""",,,3374.23
1495155100A,2018,"""22 Matai Street, Waikanae""",,,2924.49
1495155100B,2018,"""22 Matai Street, Waikanae""",,,2843.54
1495155200A,2018,"""20 Matai Street, Waikanae""",,,2557.95
1495155200B,2018,"""20 Matai Street, Waikanae""",,,2674.81
1495155300,2018,"""18 Matai Street, Waikanae""",,,3390.25
1495155400,2018,"""16 Matai Street, Waikanae""",,,3357.46
1495155500A,2018,"""14 Matai Street, Waikanae""",,,2683.2
1495155500B,2018,"""14B Matai Street, Waikanae""",,,2626.86
1495155600,2018,"""12 Matai Street, Waikanae""",,,3286.56
1495155700,2018,"""10 Matai Street, Waikanae""",,,3219.85
1495155800,2018,"""8 Matai Street, Waikanae""",,,3694.86
1495155900,2018,"""6 Matai Street, Waikanae""",,,3437.03
1495156000A,2018,"""4 Matai Street, Waikanae""",,,2628.4
1495156000B,2018,"""4 Matai Street, Waikanae""",,,2744.37
1495156100,2018,"""47 Rimu Street, Waikanae""",,,3484.97
1495156200,2018,"""45 Rimu Street, Waikanae""",,,3517.66
1495156300,2018,"""43 Rimu Street, Waikanae""",,,3336.01
1495156400A,2018,"""1 Oriwa Street, Waikanae""",,,2761.01
1495156400B,2018,"""41 Rimu Street, Waikanae""",,,2768.77
1495156500,2018,"""3 Oriwa Street, Waikanae""",,,3363.87
1495156600,2018,"""5 Oriwa Street, Waikanae""",,,3527.45
1495156700,2018,"""7 Oriwa Street, Waikanae""",,,2847.2
1495156800,2018,"""7 Oriwa Street, Waikanae""",,,3004.09
1495156900,2018,"""9 Oriwa Street, Waikanae""",,,3572.13
1495157000,2018,"""11 Oriwa Street, Waikanae""",,,3273.02
1495157100A,2018,"""13 Oriwa Street, Waikanae""",,,2659.33
1495157100B,2018,"""13 Oriwa Street, Waikanae""",,,2764.82
1495157200A,2018,"""15 Oriwa Street, Waikanae""",,,2839.27
1495157200B,2018,"""15 Oriwa Street, Waikanae""",,,2855.58
1495157300A,2018,"""17 Oriwa Street, Waikanae""",,,2543.91
1495157300B,2018,"""17 Oriwa Street, Waikanae""",,,2961.61
1495157400,2018,"""19 Oriwa Street, Waikanae""",,,3450.86
1495157500,2018,"""21 Oriwa Street, Waikanae""",,,3266.52
1495157600,2018,"""23 Oriwa Street, Waikanae""",,,3385.26
1495157700,2018,"""25 Oriwa Street, Waikanae""",,,3009.21
1495157800,2018,"""25 Oriwa Street, Waikanae""",,,2831.86
1495157900,2018,"""27 Oriwa Street, Waikanae""",,,3094.08
1495157901,2018,"""27A Oriwa Street, Waikanae""",,,2238.26
1495158000A,2018,"""29 Oriwa Street, Waikanae""",,,2727.97
1495158000B,2018,"""29 Oriwa Street, Waikanae""",,,2701.49
1495158100,2018,"""31 Oriwa Street, Waikanae""",,,3549.37
1495158200A,2018,"""33 Oriwa Street, Waikanae""",,,2616.01
1495158200B,2018,"""33 Oriwa Street, Waikanae""",,,3079.17
1495158400A,2018,"""24-26 Oriwa Street, Waikanae""",,,2984.96
1495158400B,2018,"""24 Oriwa Street, Waikanae""",,,2847.02
1495158400C,2018,"""24A Oriwa Street, Waikanae""",,,2870.18
1495158400D,2018,"""24-26 Oriwa Street, Waikanae""",,,2829.22
1495158500,2018,"""22 Oriwa Street, Waikanae""",,,3338.45
1495158600A,2018,"""20 Oriwa Street, Waikanae""",,,2689.16
1495158600B,2018,"""20 Oriwa Street, Waikanae""",,,2710.95
1495158700,2018,"""18 Oriwa Street, Waikanae""",,,3420.44
1495158800A,2018,"""16 Oriwa Street, Waikanae""",,,2768.14
1495158800B,2018,"""16 Oriwa Street, Waikanae""",,,2716.26
1495158900,2018,"""14 Oriwa Street, Waikanae""",,,3529.02
1495159000,2018,"""12 Oriwa Street, Waikanae""",,,3509.26
1495159100,2018,"""10 Oriwa Street, Waikanae""",,,3455.5
1495159200,2018,"""8 Oriwa Street, Waikanae""",,,3422.7
1495159300A,2018,"""6 Oriwa Street, Waikanae""",,,2596.21
1495159300B,2018,"""6 Oriwa Street, Waikanae""",,,2640.8
1495159400,2018,"""4 Oriwa Street, Waikanae""",,,3408.5
1495159500,2018,"""37 Rimu Street, Waikanae""",,,3453.41
1495159600,2018,"""35 Rimu Street, Waikanae""",,,3350.96
1495159700,2018,"""33 Rimu Street, Waikanae""",,,3296.68
1495159800,2018,"""31 Rimu Street, Waikanae""",,,3384.84
1495159900A,2018,"""27 Rimu Street, Waikanae""",,,2742.54
1495159900B,2018,"""27 Rimu Street, Waikanae""",,,2781.1
1495160000,2018,"""25 Rimu Street, Waikanae""",,,3272.6
1495160100,2018,"""23 Rimu Street, Waikanae""",,,7785.85
1495161200,2018,"""21 Rimu Street, Waikanae""",,,3399.71
1495161300,2018,"""19 Rimu Street, Waikanae""",,,3897.76
1495161400,2018,"""17 Rimu Street, Waikanae""",,,3910.43
1495161500,2018,"""15 Rimu Street, Waikanae""",,,3377.4
1495161600,2018,"""13 Rimu Street, Waikanae""",,,3771.38
1495161700,2018,"""9 Rimu Street, Waikanae""",,,3528.84
1495161800,2018,"""7 Rimu Street, Waikanae""",,,3361.6
1495161801,2018,"""5 Rimu Street, Waikanae""",,,3223.28
1495161900,2018,"""47 Ngarara Road, Waikanae""",,,3265.67
1495162000,2018,"""49 Ngarara Road, Waikanae""",,,3353.1
1495162100,2018,"""51 Ngarara Road, Waikanae""",,,3591.91
1495162200,2018,"""53 Ngarara Road, Waikanae""",,,3392.3
1495162300A,2018,"""55 Ngarara Road, Waikanae""",,,2844.74
1495162300B,2018,"""55 Ngarara Road, Waikanae""",,,3032.01
1495162400,2018,"""57 Ngarara Road, Waikanae""",,,3287.82
1495162500,2018,"""59 Ngarara Road, Waikanae""",,,3712.34
1495162600,2018,"""61 Ngarara Road, Waikanae""",,,3327
1495162700,2018,"""116 Belvedere Avenue, Waikanae""",,,3492.66
1495162800,2018,"""114 Belvedere Avenue, Waikanae""",,,3438.1
1495162900,2018,"""112 Belvedere Avenue, Waikanae""",,,3438.13
1495163000,2018,"""110 Belvedere Avenue, Waikanae""",,,3559.31
1495163100,2018,"""108 Belvedere Avenue, Waikanae""",,,3293.62
1495163200,2018,"""106 Belvedere Avenue, Waikanae""",,,3775.32
1495163300,2018,"""104 Belvedere Avenue, Waikanae""",,,3413.51
1495163400,2018,"""102 Belvedere Avenue, Waikanae""",,,3424.92
1495164000A,2018,"""28 Oriwa Street, Waikanae""",,,2914.06
1495164000B,2018,"""28 Oriwa Street, Waikanae""",,,2641.62
1495164100,2018,"""35 Oriwa Street, Waikanae""",,,3208.64
1495164200A,2018,"""96 Belvedere Avenue, Waikanae""",,,2730.4
1495164200B,2018,"""96 Belvedere Avenue, Waikanae""",,,2822.56
1495164300,2018,"""45 Matai Street, Waikanae""",,,3431.59
1495164400,2018,"""90 Belvedere Avenue, Waikanae""",,,3540.91
1495164500A,2018,"""88 Belvedere Avenue, Waikanae""",,,2933.3
1495164500B,2018,"""88 Belvedere Avenue, Waikanae""",,,2683.41
1495164600A,2018,"""86 Belvedere Avenue, Waikanae""",,,2709.65
1495164600B,2018,"""86 Belvedere Avenue, Waikanae""",,,2793.95
1495164700,2018,"""84 Belvedere Avenue, Waikanae""",,,3427.38
1495164800,2018,"""82 Belvedere Avenue, Waikanae""",,,3365.1
1495164900,2018,"""80 Belvedere Avenue, Waikanae""",,,3499.34
1495165000A,2018,"""78 Belvedere Avenue, Waikanae""",,,2863.33
1495165000B,2018,"""78 Belvedere Avenue, Waikanae""",,,2760.43
1495165100,2018,"""99 Belvedere Avenue, Waikanae""",,,0
1495165100AA,2018,"""99 Belvedere Avenue, Waikanae""",,,237038.18
1495165100BB,2018,"""99 Belvedere Avenue, Waikanae""",,,31017.01
1495170000,2018,"""101 Belvedere Avenue, Waikanae""",,,3390.05
1495170100,2018,"""103 Belvedere Avenue, Waikanae""",,,3779.19
1495170200,2018,"""105 Belvedere Avenue, Waikanae""",,,4043.7
1495170300,2018,"""107 Belvedere Avenue, Waikanae""",,,3393.78
1495170400,2018,"""109 Belvedere Avenue, Waikanae""",,,3414.12
1495170500,2018,"""111 Belvedere Avenue, Waikanae""",,,3223.68
1495170501,2018,"""113 Belvedere Avenue, Waikanae""",,,4015.43
1495170600,2018,"""111A Belvedere Avenue, Waikanae""",,,3712.37
1495170700,2018,"""115 Belvedere Avenue, Waikanae""",,,3516.48
1495170800,2018,"""117 Belvedere Avenue, Waikanae""",,,3708.48
1495170900,2018,"""119 Belvedere Avenue, Waikanae""",,,3658.11
1495171000,2018,"""121 Belvedere Avenue, Waikanae""",,,3551.3
1495171100,2018,"""123 Belvedere Avenue, Waikanae""",,,3378.11
1495171200,2018,"""125 Belvedere Avenue, Waikanae""",,,3490.39
1495171300A,2018,"""127 Belvedere Avenue, Waikanae""",,,2981.2
1495171300B,2018,"""127 Belvedere Avenue, Waikanae""",,,2703.85
1495171400,2018,"""129 Belvedere Avenue, Waikanae""",,,4806.4
1495171500,2018,"""131 Belvedere Avenue, Waikanae""",,,3484.33
1495171600,2018,"""133 Belvedere Avenue, Waikanae""",,,3452.01
1495171700,2018,"""135 Belvedere Avenue, Waikanae""",,,3452.6
1495171800,2018,"""137 Belvedere Avenue, Waikanae""",,,4518.2
1495172000,2018,"""139 Belvedere Avenue, Waikanae""",,,3360.86
1495172100,2018,"""141 Belvedere Avenue, Waikanae""",,,3563.36
1495172200,2018,"""143 Belvedere Avenue, Waikanae""",,,3589.22
1495172300,2018,"""145 Belvedere Avenue, Waikanae""",,,3426.02
1495172400,2018,"""147 Belvedere Avenue, Waikanae""",,,3550.24
1495173300,2018,"""151 Belvedere Avenue, Waikanae""",,,5259.89
1495173400,2018,"""153 Belvedere Avenue, Waikanae""",,,3470.55
1495173500,2018,"""155 Belvedere Avenue, Waikanae""",,,3623.24
1495173600,2018,"""157 Belvedere Avenue, Waikanae""",,,3348.58
1495174000,2018,"""67 Ngarara Road, Waikanae""",,,6351.1
1495174001,2018,"""85 Ngarara Road, Waikanae""",,,5177.11
1495175000,2018,"""111 Ngarara Road, Waikanae""",,,4538.55
1495175001,2018,"""5 North Bay, Waikanae""",,,4409.35
1495175002,2018,"""11 North Bay, Waikanae""",,,1776.78
1495175100,2018,"""101 Ngarara Road, Waikanae""",,,4081.4
1495175200,2018,"""105 Ngarara Road, Waikanae""",,,3643.48
1495175300,2018,"""1 North Bay, Waikanae""",,,4537.32
1495175400,2018,"""3 North Bay, Waikanae""",,,3522.23
1495175600,2018,"""7 North Bay, Waikanae""",,,4320.11
1495175700,2018,"""8 North Bay, Waikanae""",,,4828.57
1495175900,2018,"""9 North Bay, Waikanae""",,,4528.59
1495175902,2018,"""6 North Bay, Waikanae""",,,4151.21
1495175903,2018,"""4 North Bay, Waikanae""",,,4369.69
1495175904,2018,"""2 North Bay, Waikanae""",,,3595.36
1495176000,2018,"""Ngarara Road, Waikanae""",,,220.26
1495176001,2018,"""Ngarara Road, Waikanae""",,,1924.03
1496000100,2018,"""74 Elizabeth Street, Waikanae""",,,3108.72
1496000200,2018,"""72 Elizabeth Street, Waikanae""",,,2905.78
1496000300,2018,"""72A Elizabeth Street, Waikanae""",,,2806.95
1496000400,2018,"""70A Elizabeth Street, Waikanae""",,,2879.89
1496000500,2018,"""70 Elizabeth Street, Waikanae""",,,2704.19
1496000600A,2018,"""68 Elizabeth Street, Waikanae""",,,2608.69
1496000600B,2018,"""68 Elizabeth Street, Waikanae""",,,2583.04
1496000700,2018,"""66 Elizabeth Street, Waikanae""",,,4555.11
1496000800,2018,"""64 Elizabeth Street, Waikanae""",,,2958.08
1496000900,2018,"""62 Elizabeth Street, Waikanae""",,,3043.22
1496001000,2018,"""60 Elizabeth Street, Waikanae""",,,3063.82
1496001100,2018,"""58 Elizabeth Street, Waikanae""",,,2996.63
1496001200,2018,"""56 Elizabeth Street, Waikanae""",,,3992.72
1496001300,2018,"""48 Elizabeth Street, Waikanae""",,,6109.49
1496001301,2018,"""38 Elizabeth Street, Waikanae""",,,3140.66
1496001302,2018,"""34 Elizabeth Street, Waikanae""",,,3153.32
1496001303,2018,"""52 Elizabeth Street, Waikanae""",,,3841.23
1496001304,2018,"""36 Elizabeth Street, Waikanae""",,,2094.96
1496001400,2018,"""40-42 Elizabeth Street, Waikanae""",,,3627.32
1496002000,2018,"""32 Elizabeth Street, Waikanae""",,,5910.19
1496002001,2018,"""32A Elizabeth Street, Waikanae""",,,5067.63
1496002100,2018,"""16 Elizabeth Street, Waikanae""",,,1284.21
1496002200,2018,"""14 Elizabeth Street, Waikanae""",,,2746.84
1496002300,2018,"""12 Elizabeth Street, Waikanae""",,,4443.67
1496002400,2018,"""4 Anne Street, Waikanae""",,,7473.16
1496002500,2018,"""6 Anne Street, Waikanae""",,,5647.44
1496002600,2018,"""8 Anne Street, Waikanae""",,,6747.78
1496002700,2018,"""10 Elizabeth Street, Waikanae""",,,1753.3
1496002701,2018,"""8 Elizabeth Street, Waikanae""",,,7162.16
1496002702,2018,"""Elizabeth Street, Waikanae""",,,0
1496002800,2018,"""4 Elizabeth Street, Waikanae""",,,2652.08
1496002803,2018,"""2 Elizabeth Street, Waikanae""",,,3149.12
1496002900,2018,"""1 Elizabeth Street, Waikanae""",,,1298.75
1496002901,2018,"""Elizabeth Street, Waikanae""",,,0
1496003000,2018,"""4 Pehi Kupa Street, Waikanae""",,,0
1496003002,2018,"""4 Pehi Kupa Street, Waikanae""",,,0
1496003003,2018,"""Pehi Kupa Street, Waikanae""",,,2112.44
1496003009,2018,"""Pehi Kupa Street, Waikanae""",,,0
1496003300,2018,"""9 Elizabeth Street, Waikanae""",,,308.85
1496003400,2018,"""11 Elizabeth Street, Waikanae""",,,2534.66
1496003500,2018,"""13 Elizabeth Street, Waikanae""",,,2820.33
1496003600,2018,"""2 Seddon Street, Waikanae""",,,3207.09
1496003700,2018,"""4 Seddon Street, Waikanae""",,,2988.02
1496003800,2018,"""6 Seddon Street, Waikanae""",,,2979.33
1496003900,2018,"""6B Seddon Street, Waikanae""",,,2898.98
1496004000,2018,"""8 Seddon Street, Waikanae""",,,3149.48
1496004100,2018,"""10 Seddon Street, Waikanae""",,,3307.83
1496004200,2018,"""12 Seddon Street, Waikanae""",,,3469.2
1496004300,2018,"""24B Utauta Street, Waikanae""",,,2899.3
1496004301,2018,"""24A Utauta Street, Waikanae""",,,2725.36
1496004400A,2018,"""26 Utauta Street, Waikanae""",,,2455.89
1496004400B,2018,"""26 Utauta Street, Waikanae""",,,2789.1
1496004500,2018,"""3-5 Pehi Kupa Street, Waikanae""",,,0
1496004500A,2018,"""Pehi Kupa Street, Waikanae""",,,0
1496004500B,2018,"""Pehi Kupa Street, Waikanae""",,,1445.9
1496004500C,2018,"""28 - 32 Utauta Street, Waikanae""",,,649.75
1496004500D,2018,"""Utauta Street, Waikanae""",,,0
1496004600,2018,"""17 Elizabeth Street, Waikanae""",,,3143.7
1496004601,2018,"""1 Seddon Street, Waikanae""",,,2853.88
1496004700,2018,"""19 Elizabeth Street, Waikanae""",,,2729.27
1496004800,2018,"""21 Elizabeth Street, Waikanae""",,,2941.93
1496004900,2018,"""23 Elizabeth Street, Waikanae""",,,3385.4
1496004901,2018,"""25 Elizabeth Street, Waikanae""",,,3384.48
1496005000,2018,"""27 Elizabeth Street, Waikanae""",,,0
1496005000A,2018,"""3A Seddon Street, Waikanae""",,,513.16
1496005000B,2018,"""3B Seddon Street, Waikanae""",,,3261.74
1496005000C,2018,"""27 Elizabeth Street, Waikanae""",,,1377.63
1496005000D,2018,"""27 Elizabeth Street, Waikanae""",,,2628.5
1496005000E,2018,"""27 Elizabeth Street, Waikanae""",,,0
1496005100,2018,"""29 Elizabeth Street, Waikanae""",,,3094.39
1496005200,2018,"""31 Elizabeth Street, Waikanae""",,,2806.79
1496005300,2018,"""33 Elizabeth Street, Waikanae""",,,4511.26
1496005400,2018,"""35 Elizabeth Street, Waikanae""",,,2970.82
1496005500,2018,"""35 Elizabeth Street, Waikanae""",,,3104.54
1496005600A,2018,"""37 Elizabeth Street, Waikanae""",,,2478.75
1496005600B,2018,"""37 Elizabeth Street, Waikanae""",,,2532.17
1496005700A,2018,"""2 Winara Avenue, Waikanae""",,,2812.49
1496005700B,2018,"""2 Winara Avenue, Waikanae""",,,2612.57
1496005800,2018,"""4 Winara Avenue, Waikanae""",,,3144.73
1496005900,2018,"""6 Winara Avenue, Waikanae""",,,2638.63
1496006000,2018,"""8 Winara Avenue, Waikanae""",,,2645.67
1496006001,2018,"""8B Winara Avenue, Waikanae""",,,3044.55
1496006100,2018,"""10 Winara Avenue, Waikanae""",,,3366.57
1496006200A,2018,"""12 Winara Avenue, Waikanae""",,,3224.58
1496006200B,2018,"""12A Winara Avenue, Waikanae""",,,2761.37
1496006300,2018,"""14 Winara Avenue, Waikanae""",,,3624.9
1496006400,2018,"""4 Utauta Street, Waikanae""",,,2926.99
1496006500A,2018,"""6 Utauta Street, Waikanae""",,,2778.12
1496006500B,2018,"""6 Utauta Street, Waikanae""",,,2654.08
1496006600A,2018,"""8 Utauta Street, Waikanae""",,,2701.05
1496006600B,2018,"""8 Utauta Street, Waikanae""",,,2414.79
1496006700A,2018,"""10-12 Utauta Street, Waikanae""",,,3010.81
1496006700B,2018,"""12 Utauta Street, Waikanae""",,,3717.38
1496006800,2018,"""14 Utauta Street, Waikanae""",,,3143.11
1496006900,2018,"""16 Utauta Street, Waikanae""",,,4429.81
1496007000,2018,"""18 Utauta Street, Waikanae""",,,3132.6
1496007100,2018,"""13 Seddon Street, Waikanae""",,,3013.45
1496007200,2018,"""11 Seddon Street, Waikanae""",,,3296.65
1496007300,2018,"""7 Seddon Street, Waikanae""",,,4577.09
1496007500,2018,"""37 Kakariki Grove, Waikanae""",,,3282.87
1496007600,2018,"""37A Kakariki Grove, Waikanae""",,,3993.64
1496007700,2018,"""39A Kakariki Grove, Waikanae""",,,2861.5
1496007701,2018,"""39B Kakariki Grove, Waikanae""",,,3415.31
1496007800,2018,"""41 Kakariki Grove, Waikanae""",,,4047.07
1496007900,2018,"""43 Kakariki Grove, Waikanae""",,,3580.68
1496008000,2018,"""45A Kakariki Grove, Waikanae""",,,3037.45
1496008001,2018,"""45B Kakariki Grove, Waikanae""",,,3439.76
1496008100,2018,"""47 Kakariki Grove, Waikanae""",,,3154.96
1496008200A,2018,"""49 Kakariki Grove, Waikanae""",,,3350.62
1496008200B,2018,"""49 Kakariki Grove, Waikanae""",,,2891.18
1496008300,2018,"""51 Kakariki Grove, Waikanae""",,,3222.04
1496008400,2018,"""53 Kakariki Grove, Waikanae""",,,3269.22
1496008500,2018,"""55 Kakariki Grove, Waikanae""",,,4615.02
1496008600,2018,"""57 Kakariki Grove, Waikanae""",,,3092.05
1496008700,2018,"""59 Kakariki Grove, Waikanae""",,,3671.25
1496008800,2018,"""61 Kakariki Grove, Waikanae""",,,2894.53
1496008900,2018,"""63 Kakariki Grove, Waikanae""",,,4434.8
1496009000,2018,"""Kakariki Grove, Waikanae""",,,6341.82
1496009901,2018,"""71 Kakariki Grove, Waikanae""",,,3200.98
1496009902,2018,"""73 Kakariki Grove, Waikanae""",,,3156.54
1496009903,2018,"""75 Kakariki Grove, Waikanae""",,,3014.11
1496009904,2018,"""77 Kakariki Grove, Waikanae""",,,3199.78
1496009905,2018,"""79 Kakariki Grove, Waikanae""",,,3270.94
1496009906,2018,"""81 Kakariki Grove, Waikanae""",,,3232.56
1496009907,2018,"""83 Kakariki Grove, Waikanae""",,,3186.66
1496009908,2018,"""85 Kakariki Grove, Waikanae""",,,3141.65
1496009909,2018,"""87 Kakariki Grove, Waikanae""",,,3277.36
1496009910,2018,"""89 Kakariki Grove, Waikanae""",,,2932.44
1496009911,2018,"""91 Kakariki Grove, Waikanae""",,,3390.31
1496009921,2018,"""42 Kakariki Grove, Waikanae""",,,3050.22
1496009922,2018,"""44 Kakariki Grove, Waikanae""",,,3133.93
1496009923,2018,"""46 Kakariki Grove, Waikanae""",,,2993.36
1496009924,2018,"""48 Kakariki Grove, Waikanae""",,,3371.99
1496009925,2018,"""50 Kakariki Grove, Waikanae""",,,3645.25
1496009926,2018,"""52 Kakariki Grove, Waikanae""",,,3138.81
1496009927,2018,"""54 Kakariki Grove, Waikanae""",,,3762.25
1496009928,2018,"""56 Kakariki Grove, Waikanae""",,,3533.26
1496009929,2018,"""58 Kakariki Grove, Waikanae""",,,3379.43
1496009930,2018,"""60 Kakariki Grove, Waikanae""",,,3468.92
1496009940,2018,"""62 Kakariki Grove, Waikanae""",,,3407.7
