valuation,Rating year,Location,Suburb,Town/City,Total Rates
1528102907,2018,"""73 Matatua Road, Raumati Beach""",,,5827.86
1528102908,2018,"""71 Matatua Road, Raumati Beach""",,,7716.89
1528102909,2018,"""Matatua Road, Raumati Beach""",,,0
1528103000,2018,"""75B Matatua Road, Raumati Beach""",,,6280.65
1528103100,2018,"""75C Matatua Road, Raumati Beach""",,,4336.3
1528103200,2018,"""23 Tainui Street, Raumati Beach""",,,6875.28
1528103300,2018,"""25 Tainui Street, Raumati Beach""",,,6688.03
1528103400,2018,"""37 Tainui Street, Raumati Beach""",,,6839.49
1528103401,2018,"""Tainui Street, Raumati Beach""",,,0
1528103500,2018,"""36 Tainui Street, Raumati Beach""",,,7580.25
1528103600,2018,"""34 Tainui Street, Raumati Beach""",,,6370.31
1528103700,2018,"""32 Tainui Street, Raumati Beach""",,,6747.92
1528103800,2018,"""30 Tainui Street, Raumati Beach""",,,7265.81
1528103900,2018,"""28 Tainui Street, Raumati Beach""",,,4171.85
1528104000,2018,"""1 Kirkway, Raumati Beach""",,,6354.41
1528104100A,2018,"""2 Kirkway, Raumati Beach""",,,5304.94
1528104100B,2018,"""2 Kirkway, Raumati Beach""",,,5897.72
1528104200,2018,"""4 Kirkway, Raumati Beach""",,,7424.45
1528104300,2018,"""6 Kirkway, Raumati Beach""",,,8078.8
1528104400,2018,"""8 Kirkway, Raumati Beach""",,,8661.6
1528104500,2018,"""10 Kirkway, Raumati Beach""",,,7455.5
1528104600,2018,"""12 Kirkway, Raumati Beach""",,,7259.7
1528104700,2018,"""14 Kirkway, Raumati Beach""",,,10984.69
1528104800,2018,"""3 Arawa Street, Raumati Beach""",,,2286.48
1528104900,2018,"""7A Arawa Street, Raumati Beach""",,,3924.79
1528104901,2018,"""7B Arawa Street, Raumati Beach""",,,6766.72
1528104902,2018,"""Arawa Street, Raumati Beach""",,,0
1528105000,2018,"""15 Arawa Street, Raumati Beach""",,,6589.2
1528105100,2018,"""21 Arawa Street, Raumati Beach""",,,6327.73
1528105200A,2018,"""24 Arawa Street, Raumati Beach""",,,4729.88
1528105200B,2018,"""24 Arawa Street, Raumati Beach""",,,4313.96
1528105300,2018,"""18 Arawa Street, Raumati Beach""",,,6911.57
1528105301,2018,"""18 Arawa Street, Raumati Beach""",,,11.56
1528105302,2018,"""Arawa Street, Raumati Beach""",,,57.81
1528105400,2018,"""Arawa Street, Raumati Beach""",,,0
1528105500,2018,"""11 Wharemauku Road, Raumati Beach""",,,12018.43
1528105700,2018,"""17 Wharemauku Road, Raumati Beach""",,,8527.12
1528105800,2018,"""23A Wharemauku Road, Raumati Beach""",,,4596.01
1528105900,2018,"""23 Wharemauku Road, Raumati Beach""",,,3994.48
1528106000,2018,"""25 Wharemauku Road, Raumati Beach""",,,6202.58
1528106100,2018,"""27 Wharemauku Road, Raumati Beach""",,,6984.1
1528106200,2018,"""29 Wharemauku Road, Raumati Beach""",,,7402.91
1528106300,2018,"""5 Raebern Lane, Raumati Beach""",,,7410.62
1528106400,2018,"""7 Raebern Lane, Raumati Beach""",,,6797.45
1528106500,2018,"""6 Raebern Lane, Raumati Beach""",,,7036.88
1528106600,2018,"""45 Wharemauku Road, Raumati Beach""",,,8030.76
1528106601,2018,"""41 Wharemauku Road, Raumati Beach""",,,4894.93
1528106700,2018,"""49 Wharemauku Road, Raumati Beach""",,,7778.98
1528106701,2018,"""49A Wharemauku Road, Raumati Beach""",,,3841.44
1528106800,2018,"""51 Wharemauku Road, Raumati Beach""",,,7268.25
1528106900,2018,"""55 Wharemauku Road, Raumati Beach""",,,6768.36
1528106901,2018,"""53 Wharemauku Road, Raumati Beach""",,,2139.23
1528107000,2018,"""57 Wharemauku Road, Raumati Beach""",,,7919.38
1528107100,2018,"""61 Wharemauku Road, Raumati Beach""",,,8121.6
1528107200,2018,"""63 Wharemauku Road, Raumati Beach""",,,7891.54
1528107300,2018,"""67 Wharemauku Road, Raumati Beach""",,,7779.19
1528107500,2018,"""39 Wharemauku Road, Raumati Beach""",,,4297.79
1528107600,2018,"""39A Wharemauku Road, Raumati Beach""",,,4430.08
1528107700,2018,"""37 Wharemauku Road, Raumati Beach""",,,4534.48
1528107800,2018,"""1 Raebern Lane, Raumati Beach""",,,5987.72
1528107900,2018,"""35B Wharemauku Road, Raumati Beach""",,,3242.21
1528107901,2018,"""35A Wharemauku Road, Raumati Beach""",,,3503.51
1528108000,2018,"""33 Wharemauku Road, Raumati Beach""",,,3559.99
1528108100,2018,"""31 Wharemauku Road, Raumati Beach""",,,4311.71
1528108101,2018,"""33A Wharemauku Road, Raumati Beach""",,,3031.53
1528108200,2018,"""Wharemauku Road, Raumati Beach""",,,0
1528108300,2018,"""21 Wharemauku Road, Raumati Beach""",,,4325.58
1528108400,2018,"""19 Wharemauku Road, Raumati Beach""",,,3068.96
1528108401,2018,"""19A Wharemauku Road, Raumati Beach""",,,3387.19
1528108500,2018,"""15B Wharemauku Road, Raumati Beach""",,,5161.09
1528108502,2018,"""15C Wharemauku Road, Raumati Beach""",,,5053.34
1528108600,2018,"""15A Wharemauku Road, Raumati Beach""",,,3583.61
1528108800,2018,"""9 Wharemauku Road, Raumati Beach""",,,5792.5
1528108900,2018,"""7 Wharemauku Road, Raumati Beach""",,,2208.47
1528109000,2018,"""5 Wharemauku Road, Raumati Beach""",,,4838.42
1528109100,2018,"""3 Wharemauku Road, Raumati Beach""",,,4393.77
1528109200,2018,"""10 Arawa Street, Raumati Beach""",,,4286.57
1528109201,2018,"""Wharemauku Road, Raumati Beach""",,,0
1528109300A,2018,"""12 Arawa Street, Raumati Beach""",,,2910.41
1528109300B,2018,"""12 Arawa Street, Raumati Beach""",,,1503.24
1528109400,2018,"""14 Arawa Street, Raumati Beach""",,,4499.76
1528109500,2018,"""16 Arawa Street, Raumati Beach""",,,4860.77
1528109700,2018,"""20 Arawa Street, Raumati Beach""",,,5533.46
1528109800,2018,"""19 Arawa Street, Raumati Beach""",,,4964.04
1528109900,2018,"""17B Arawa Street, Raumati Beach""",,,3929.67
1528109901,2018,"""17A Arawa Street, Raumati Beach""",,,3937.99
1528110000,2018,"""9 Arawa Street, Raumati Beach""",,,4108.1
1528110001,2018,"""11 Arawa Street, Raumati Beach""",,,4506.19
1528110100,2018,"""5 Arawa Street, Raumati Beach""",,,3908.28
1528110300,2018,"""1A Arawa Street, Raumati Beach""",,,3302.65
1528110301,2018,"""1B Arawa Street, Raumati Beach""",,,3792.64
1528110400,2018,"""1 Arawa Street, Raumati Beach""",,,4453.42
1528110500,2018,"""121 Matatua Road, Raumati Beach""",,,3683.32
1528110600,2018,"""119 Matatua Road, Raumati Beach""",,,4798.57
1528110700,2018,"""117A Matatua Road, Raumati Beach""",,,2935.95
1528110800,2018,"""115 Matatua Road, Raumati Beach""",,,4355.28
1528110900,2018,"""113 Matatua Road, Raumati Beach""",,,4673.97
1528111000,2018,"""111 Matatua Road, Raumati Beach""",,,3688.98
1528111100,2018,"""109 Matatua Road, Raumati Beach""",,,3443.92
1528111101,2018,"""9 Kirkway, Raumati Beach""",,,3908.58
1528111200A,2018,"""105 Matatua Road, Raumati Beach""",,,2914.79
1528111200B,2018,"""105 Matatua Road, Raumati Beach""",,,3107.34
1528111300,2018,"""101 Matatua Road, Raumati Beach""",,,3699.28
1528111400,2018,"""18 Kirkway, Raumati Beach""",,,4529.49
1528111401,2018,"""99 Matatua Road, Raumati Beach""",,,3419.43
1528111500,2018,"""97 Matatua Road, Raumati Beach""",,,4261.06
1528111600,2018,"""95 Matatua Road, Raumati Beach""",,,6001.73
1528111700,2018,"""93 Matatua Road, Raumati Beach""",,,3550.68
1528111800,2018,"""91 Matatua Road, Raumati Beach""",,,4641.58
1528111900,2018,"""12 Tainui Street, Raumati Beach""",,,3576.49
1528112000,2018,"""16 Tainui Street, Raumati Beach""",,,4303.95
1528112100,2018,"""20 Tainui Street, Raumati Beach""",,,4692.66
1528112200,2018,"""8 Tainui Street, Raumati Beach""",,,5847.07
1528112201,2018,"""2 Tainui Street, Raumati Beach""",,,3901.95
1528112202,2018,"""4 Tainui Street, Raumati Beach""",,,4257.18
1528112203,2018,"""6 Tainui Street, Raumati Beach""",,,4377.65
1528112204,2018,"""10 Tainui Street, Raumati Beach""",,,4265.49
1528112300,2018,"""24 Tainui Street, Raumati Beach""",,,5635.41
1528112400,2018,"""26 Tainui Street, Raumati Beach""",,,5292.75
1528112401,2018,"""26A Tainui Street, Raumati Beach""",,,3970.91
1528112500,2018,"""33 Tainui Street, Raumati Beach""",,,6665.86
1528112600,2018,"""29 Tainui Street, Raumati Beach""",,,4391.51
1528112700,2018,"""27 Tainui Street, Raumati Beach""",,,6744.76
1528112800,2018,"""21 Tainui Street, Raumati Beach""",,,5792.55
1528112900,2018,"""19 Tainui Street, Raumati Beach""",,,5621.7
1528113000,2018,"""15 Tainui Street, Raumati Beach""",,,3929.87
1528113100,2018,"""13 Tainui Street, Raumati Beach""",,,6048.94
1528113200,2018,"""9 Tainui Street, Raumati Beach""",,,4477.77
1528113300,2018,"""7 Tainui Street, Raumati Beach""",,,4499.26
1528113400,2018,"""5 Tainui Street, Raumati Beach""",,,3721.11
1528113500,2018,"""3 Tainui Street, Raumati Beach""",,,3930.98
1528113600,2018,"""1 Tainui Street, Raumati Beach""",,,4138.41
1528113700,2018,"""85 Matatua Road, Raumati Beach""",,,3836.71
1528113800,2018,"""83 Matatua Road, Raumati Beach""",,,3614.29
1528113900,2018,"""81 Matatua Road, Raumati Beach""",,,4221.31
1528114000,2018,"""17 Tainui Street, Raumati Beach""",,,3859.78
1528114100,2018,"""77 Matatua Road, Raumati Beach""",,,3895.94
1528114600,2018,"""57 Matatua Road, Raumati Beach""",,,3614.48
1528114700,2018,"""55 Matatua Road, Raumati Beach""",,,3388.61
1528114800,2018,"""4 Newry Road, Raumati Beach""",,,4490.56
1528114900,2018,"""6 Newry Road, Raumati Beach""",,,3629.21
1528115000,2018,"""8 Newry Road, Raumati Beach""",,,5248.27
1528115100,2018,"""10 Newry Road, Raumati Beach""",,,6828.73
1528115200,2018,"""2 Willow Grove, Raumati Beach""",,,6105.14
1528115300,2018,"""4 Willow Grove, Raumati Beach""",,,5321.12
1528115400,2018,"""6 Willow Grove, Raumati Beach""",,,4540.28
1528115500,2018,"""3 Willow Grove, Raumati Beach""",,,4283.72
1528115600,2018,"""12 Newry Road, Raumati Beach""",,,6582.39
1528115700,2018,"""18 Newry Road, Raumati Beach""",,,4195.07
1528115800,2018,"""20 Newry Road, Raumati Beach""",,,5036.02
1528115900,2018,"""22 Newry Road, Raumati Beach""",,,4445.77
1528116000,2018,"""26 Newry Road, Raumati Beach""",,,4673.66
1528116100,2018,"""28 Newry Road, Raumati Beach""",,,5714.39
1528116101,2018,"""30 Newry Road, Raumati Beach""",,,4426.85
1528116200A,2018,"""19 Newry Road, Raumati Beach""",,,2639.08
1528116200B,2018,"""17 Newry Road, Raumati Beach""",,,2635.06
1528116200C,2018,"""21 Newry Road, Raumati Beach""",,,2641.4
1528116200D,2018,"""23 Newry Road, Raumati Beach""",,,2606.65
1528116300,2018,"""15 Newry Road, Raumati Beach""",,,4267.54
1528116301,2018,"""47 Matatua Road, Raumati Beach""",,,3474.32
1528116400,2018,"""11 Newry Road, Raumati Beach""",,,3550.43
1528116500,2018,"""11A Newry Road, Raumati Beach""",,,3388.05
1528116600,2018,"""9 Newry Road, Raumati Beach""",,,4364.16
1528116601,2018,"""7 Newry Road, Raumati Beach""",,,4521.73
1528116700,2018,"""1 Newry Road, Raumati Beach""",,,5125.41
1528116800,2018,"""3 Newry Road, Raumati Beach""",,,3653.5
1528116900,2018,"""5 Newry Road, Raumati Beach""",,,4355.14
1528117000,2018,"""41 Matatua Road, Raumati Beach""",,,2794.67
1528117100,2018,"""2 Kohutuhutu Road, Raumati Beach""",,,3468.32
1528117200,2018,"""4 Kohutuhutu Road, Raumati Beach""",,,4008.71
1528117300,2018,"""6B Kohutuhutu Road, Raumati Beach""",,,3465.29
1528117301,2018,"""6A Kohutuhutu Road, Raumati Beach""",,,4448.83
1528117400,2018,"""8A Kohutuhutu Road, Raumati Beach""",,,4599.67
1528117500,2018,"""8 Kohutuhutu Road, Raumati Beach""",,,4539.96
1528117600,2018,"""10 Kohutuhutu Road, Raumati Beach""",,,3074.54
1528117700,2018,"""12A Kohutuhutu Road, Raumati Beach""",,,4098.96
1528117701,2018,"""39 Matatua Road, Raumati Beach""",,,3098.12
1528117800,2018,"""12B Kohutuhutu Road, Raumati Beach""",,,4216.78
1528117900,2018,"""25 Newry Road, Raumati Beach""",,,0
1528117900A,2018,"""25 Newry Road, Raumati Beach""",,,2470.87
1528117900B,2018,"""25 Newry Road, Raumati Beach""",,,2907.81
1528118000,2018,"""2 The Palms, Raumati Beach""",,,4368.76
1528118001,2018,"""4 The Palms, Raumati Beach""",,,5082.25
1528118002,2018,"""5 The Palms, Raumati Beach""",,,7954.22
1528118004,2018,"""3 The Palms, Raumati Beach""",,,6897.58
1528118100,2018,"""1 The Palms, Raumati Beach""",,,5846.43
1528118200,2018,"""14 Kohutuhutu Road, Raumati Beach""",,,5425.12
1528118300,2018,"""16 Kohutuhutu Road, Raumati Beach""",,,4712.26
1528118400,2018,"""18 Kohutuhutu Road, Raumati Beach""",,,4249.71
1528118401,2018,"""18 Kohutuhutu Road, Raumati Beach""",,,3750.03
1528118500,2018,"""20 Kohutuhutu Road, Raumati Beach""",,,5202.04
1528118700,2018,"""23 Groves Road, Raumati Beach""",,,6357.86
1528118800,2018,"""23A Groves Road, Raumati Beach""",,,4960.76
1528118900,2018,"""21 Groves Road, Raumati Beach""",,,5172.54
1528119000,2018,"""21A Groves Road, Raumati Beach""",,,5218.23
1528119100,2018,"""19 Groves Road, Raumati Beach""",,,4924.66
1528119101,2018,"""Groves Road, Raumati Beach""",,,0
1528119200,2018,"""17 Groves Road, Raumati Beach""",,,5329.72
1528119201,2018,"""17A Groves Road, Raumati Beach""",,,4419.79
1528119300,2018,"""15 Groves Road, Raumati Beach""",,,5538.09
1528119400,2018,"""13 Groves Road, Raumati Beach""",,,4255.54
1528119401,2018,"""13A Groves Road, Raumati Beach""",,,3024.87
1528119500,2018,"""11 Groves Road, Raumati Beach""",,,5746.16
1528119600,2018,"""9 Groves Road, Raumati Beach""",,,5873.71
1528119700,2018,"""Kohutuhutu Road, Raumati Beach""",,,0
1528119800,2018,"""3 Groves Road, Raumati Beach""",,,5499.87
1528119900,2018,"""1 Groves Road, Raumati Beach""",,,5145.77
1528120000,2018,"""13 Kohutuhutu Road, Raumati Beach""",,,4823.83
1528120100,2018,"""9 Kohutuhutu Road, Raumati Beach""",,,5050.82
1528120200,2018,"""7 Kohutuhutu Road, Raumati Beach""",,,5408.34
1528120300,2018,"""5 Kohutuhutu Road, Raumati Beach""",,,5766.32
1528120400,2018,"""3 Kohutuhutu Road, Raumati Beach""",,,5770.51
1528120500,2018,"""1 Kohutuhutu Road, Raumati Beach""",,,5180.78
1528120600,2018,"""1A Kohutuhutu Road, Raumati Beach""",,,5750.31
1528120700,2018,"""1B Kohutuhutu Road, Raumati Beach""",,,6009.91
1528120800,2018,"""19-23 Matatua Road, Raumati Beach""",,,6608.13
1528121000,2018,"""15-17 Matatua Road, Raumati Beach""",,,7471.94
1528121200,2018,"""14 Matatua Road, Raumati Beach""",,,3676.28
1528121201,2018,"""14 Matatua Road, Raumati Beach""",,,0
1528121300,2018,"""16 Matatua Road, Raumati Beach""",,,4120.27
1528121500,2018,"""20 Matatua Road, Raumati Beach""",,,3890.48
1528121600,2018,"""22 Matatua Road, Raumati Beach""",,,3282.33
1528121700,2018,"""24 Matatua Road, Raumati Beach""",,,3061.05
1528121800,2018,"""26 Matatua Road, Raumati Beach""",,,3247.14
1528121900A,2018,"""32 Matatua Road, Raumati Beach""",,,2693.51
1528121900B,2018,"""32 Matatua Road, Raumati Beach""",,,2641.92
1528122000A,2018,"""59 Tui Road, Raumati Beach""",,,2455.84
1528122000B,2018,"""59A Tui Road, Raumati Beach""",,,2527.36
1528122100,2018,"""57 Tui Road, Raumati Beach""",,,3459.15
1528122200A,2018,"""55 Tui Road, Raumati Beach""",,,2591.03
1528122200B,2018,"""55 Tui Road, Raumati Beach""",,,2642.58
1528122300A,2018,"""39 Alexander Road, Raumati Beach""",,,2566.03
1528122300B,2018,"""39 Alexander Road, Raumati Beach""",,,2552.81
1528122400,2018,"""37 Alexander Road, Raumati Beach""",,,3679.24
1528122401,2018,"""Alexander Road, Raumati Beach""",,,0
1528122500,2018,"""31 Alexander Road, Raumati Beach""",,,3443.75
1528122600,2018,"""29 Alexander Road, Raumati Beach""",,,3433.88
1528122700,2018,"""27 Alexander Road, Raumati Beach""",,,3632.5
1528122800,2018,"""25 Alexander Road, Raumati Beach""",,,3447.67
1528122900,2018,"""23 Alexander Road, Raumati Beach""",,,3199.36
1528123000,2018,"""21 Alexander Road, Raumati Beach""",,,3337.71
1528123100,2018,"""19 Alexander Road, Raumati Beach""",,,3547.39
1528123200,2018,"""17 Alexander Road, Raumati Beach""",,,4201.74
1528123300,2018,"""15A Alexander Road, Raumati Beach""",,,3672.98
1528123400A,2018,"""15 Alexander Road, Raumati Beach""",,,3257.24
1528123400B,2018,"""15 Alexander Road, Raumati Beach""",,,953.99
1528123500A,2018,"""13 Alexander Road, Raumati Beach""",,,2303.35
1528123500B,2018,"""13 Alexander Road, Raumati Beach""",,,2305.95
1528123500C,2018,"""13 Alexander Road, Raumati Beach""",,,2364.63
1528123500D,2018,"""9 Alexander Road, Raumati Beach""",,,2571.41
1528123500E,2018,"""9 Alexander Road, Raumati Beach""",,,2363.68
1528123500F,2018,"""13 Alexander Road, Raumati Beach""",,,2401.84
1528123500G,2018,"""13 Alexander Road, Raumati Beach""",,,2469.55
1528123500H,2018,"""13 Alexander Road, Raumati Beach""",,,2328.34
1528123800A,2018,"""7 Alexander Road, Raumati Beach""",,,2608.86
1528123800B,2018,"""7 Alexander Road, Raumati Beach""",,,2455.57
1528123900,2018,"""3 Alexander Road, Raumati Beach""",,,4882.32
1528124000,2018,"""1/2 Matatua Road, Raumati Beach""",,,3008.03
1528124001,2018,"""2/2 Matatua Road, Raumati Beach""",,,2586.01
1528124002,2018,"""3/2 Matatua Road, Raumati Beach""",,,2586.01
1528124003,2018,"""4/2 Matatua Road, Raumati Beach""",,,2643.83
1528124004,2018,"""5/2 Matatua Road, Raumati Beach""",,,2826.83
1528124005,2018,"""6/2 Matatua Road, Raumati Beach""",,,2753.65
1528124006,2018,"""7/2 Matatua Road, Raumati Beach""",,,2936.63
1528124100,2018,"""4-8 Matatua Road, Raumati Beach""",,,0
1528124100A,2018,"""4-8 Matatua Road, Raumati Beach""",,,2499.28
1528124100B,2018,"""4-8 Matatua Road, Raumati Beach""",,,2499.28
1528124100C,2018,"""4-8 Matatua Road, Raumati Beach""",,,2499.28
1528124100D,2018,"""4-8 Matatua Road, Raumati Beach""",,,2499.28
1528124100E,2018,"""4-8 Matatua Road, Raumati Beach""",,,2499.28
1528124100F,2018,"""4-8 Matatua Road, Raumati Beach""",,,2498.2
1528124100G,2018,"""4-8 Matatua Road, Raumati Beach""",,,2444.67
1528124100H,2018,"""4-8 Matatua Road, Raumati Beach""",,,2499.28
1528124100I,2018,"""4-8 Matatua Road, Raumati Beach""",,,2308.89
1528124100J,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100K,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100L,2018,"""4-8 Matatua Road, Raumati Beach""",,,3256.47
1528124100M,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100N,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100O,2018,"""4-8 Matatua Road, Raumati Beach""",,,3319.34
1528124100P,2018,"""4-8 Matatua Road, Raumati Beach""",,,2553.12
1528124100Q,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100R,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100S,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100T,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100U,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124100V,2018,"""4-8 Matatua Road, Raumati Beach""",,,2363.5
1528124400,2018,"""10 Matatua Road, Raumati Beach""",,,4704.54
1528124500,2018,"""12 Matatua Road, Raumati Beach""",,,3977.65
1528124600A,2018,"""38A Matatua Road, Raumati Beach""",,,2548.33
1528124600B,2018,"""38B Matatua Road, Raumati Beach""",,,2524.69
1528124700,2018,"""40 Matatua Road, Raumati Beach""",,,3201.62
1528124800A,2018,"""42A Matatua Road, Raumati Beach""",,,2516.3
1528124800B,2018,"""42B Matatua Road, Raumati Beach""",,,2492.77
1528124900A,2018,"""44A Matatua Road, Raumati Beach""",,,2558.71
1528124900B,2018,"""44B Matatua Road, Raumati Beach""",,,2657.03
1528125000,2018,"""46 Matatua Road, Raumati Beach""",,,3415.12
1528125100,2018,"""48 Matatua Road, Raumati Beach""",,,3202.67
1528125200,2018,"""50 Matatua Road, Raumati Beach""",,,3392.46
1528125300A,2018,"""52 Matatua Road, Raumati Beach""",,,2537.22
1528125300B,2018,"""52 Matatua Road, Raumati Beach""",,,3047.92
1528125400,2018,"""54 Matatua Road, Raumati Beach""",,,3138.72
1528125500,2018,"""56 Matatua Road, Raumati Beach""",,,3755.47
1528125600,2018,"""58A Matatua Road, Raumati Beach""",,,2764.83
1528125601,2018,"""58B Matatua Road, Raumati Beach""",,,2774.22
1528125700,2018,"""60 Matatua Road, Raumati Beach""",,,3391.88
1528125800A,2018,"""62 Matatua Road, Raumati Beach""",,,2743.21
1528125800B,2018,"""62A Matatua Road, Raumati Beach""",,,2649.05
1528125900,2018,"""64A Matatua Road, Raumati Beach""",,,2939.89
1528125901,2018,"""64B Matatua Road, Raumati Beach""",,,2858.66
1528126000,2018,"""66B Matatua Road, Raumati Beach""",,,2808.15
1528126001,2018,"""66 Matatua Road, Raumati Beach""",,,2918.85
1528126100,2018,"""68 Matatua Road, Raumati Beach""",,,3435.33
1528126200A,2018,"""70 Matatua Road, Raumati Beach""",,,3058.56
1528126200B,2018,"""70 Matatua Road, Raumati Beach""",,,2516.16
1528126300,2018,"""72 Matatua Road, Raumati Beach""",,,2243.86
1528126301,2018,"""6A Ngaio Road, Raumati Beach""",,,2892
1528126400A,2018,"""74 Matatua Road, Raumati Beach""",,,2590.9
1528126400B,2018,"""74 Matatua Road, Raumati Beach""",,,2565
1528126500,2018,"""4 Ngaio Road, Raumati Beach""",,,3174.05
1528126600,2018,"""6B Ngaio Road, Raumati Beach""",,,2958.9
1528126700,2018,"""8 Ngaio Road, Raumati Beach""",,,3975.99
1528126800,2018,"""10 Ngaio Road, Raumati Beach""",,,3864.85
1528126900,2018,"""81 Alexander Road, Raumati Beach""",,,3339.75
1528127000,2018,"""79 Alexander Road, Raumati Beach""",,,3339.92
1528127100A,2018,"""77 Alexander Road, Raumati Beach""",,,2285.33
1528127100B,2018,"""77A Alexander Road, Raumati Beach""",,,3287.43
1528127200,2018,"""75 Alexander Road, Raumati Beach""",,,3271.07
1528127300,2018,"""73 Alexander Road, Raumati Beach""",,,3176.94
1528127400,2018,"""71 Alexander Road, Raumati Beach""",,,3376.29
1528127500,2018,"""69 Alexander Road, Raumati Beach""",,,3261.69
1528127600,2018,"""67 Alexander Road, Raumati Beach""",,,3009.65
1528127700A,2018,"""65 Alexander Road, Raumati Beach""",,,2372.57
1528127700B,2018,"""65 Alexander Road, Raumati Beach""",,,2340.95
1528127800,2018,"""63 Alexander Road, Raumati Beach""",,,3385.05
1528127900,2018,"""61 Alexander Road, Raumati Beach""",,,4061.92
1528128000,2018,"""59 Alexander Road, Raumati Beach""",,,3247.55
1528128100,2018,"""57 Alexander Road, Raumati Beach""",,,3322.01
1528128200,2018,"""55 Alexander Road, Raumati Beach""",,,3673.29
1528128300A,2018,"""53 Alexander Road, Raumati Beach""",,,2547.24
1528128300B,2018,"""53 Alexander Road, Raumati Beach""",,,2482.66
1528128400A,2018,"""51 Alexander Road, Raumati Beach""",,,2735.61
1528128400B,2018,"""51 Alexander Road, Raumati Beach""",,,2700.07
1528128500,2018,"""49 Alexander Road, Raumati Beach""",,,3522.78
1528128600A,2018,"""47 Alexander Road, Raumati Beach""",,,2634
1528128600B,2018,"""47 Alexander Road, Raumati Beach""",,,2918.43
1528128700A,2018,"""45 Alexander Road, Raumati Beach""",,,2637.67
1528128700B,2018,"""43 Alexander Road, Raumati Beach""",,,2803.83
1528128800A,2018,"""52A Tui Road, Raumati Beach""",,,2679.71
1528128800B,2018,"""52B Tui Road, Raumati Beach""",,,2609.91
1528128900,2018,"""54 Tui Road, Raumati Beach""",,,4509.26
1528129000,2018,"""76 Matatua Road, Raumati Beach""",,,3348.57
1528129100,2018,"""78 Matatua Road, Raumati Beach""",,,3359.24
1528129200,2018,"""80 Matatua Road, Raumati Beach""",,,3321.3
1528129300,2018,"""82 Matatua Road, Raumati Beach""",,,3483.68
1528129400A,2018,"""84 Matatua Road, Raumati Beach""",,,2733.31
1528129400B,2018,"""84A Matatua Road, Raumati Beach""",,,2754.07
1528129600,2018,"""86 Matatua Road, Raumati Beach""",,,3909.89
1528129601,2018,"""88 Matatua Road, Raumati Beach""",,,1850.14
1528129700,2018,"""90 Matatua Road, Raumati Beach""",,,3361.57
1528129800,2018,"""92 Matatua Road, Raumati Beach""",,,3505.44
1528129900A,2018,"""94 Matatua Road, Raumati Beach""",,,2702.6
1528129900B,2018,"""94 Matatua Road, Raumati Beach""",,,3161.99
1528130000,2018,"""96 Matatua Road, Raumati Beach""",,,3623.05
1528130100A,2018,"""98 Matatua Road, Raumati Beach""",,,2927.28
1528130100B,2018,"""98 Matatua Road, Raumati Beach""",,,2669.92
1528130200A,2018,"""100A Matatua Road, Raumati Beach""",,,2744.94
1528130200B,2018,"""100B Matatua Road, Raumati Beach""",,,2878.7
1528130300A,2018,"""102 Matatua Road, Raumati Beach""",,,3373.83
1528130300B,2018,"""102 Matatua Road, Raumati Beach""",,,3025.48
1528130400,2018,"""104 Matatua Road, Raumati Beach""",,,2874.36
1528130500,2018,"""106 Matatua Road, Raumati Beach""",,,3514.9
1528130600,2018,"""108 Matatua Road, Raumati Beach""",,,3717.33
1528130700,2018,"""110 Matatua Road, Raumati Beach""",,,4964.18
1528130800,2018,"""112 Matatua Road, Raumati Beach""",,,3533.35
1528130900,2018,"""114 Matatua Road, Raumati Beach""",,,3358.34
1528131000,2018,"""116 Matatua Road, Raumati Beach""",,,3319.27
1528131100A,2018,"""118 Matatua Road, Raumati Beach""",,,3212.82
1528131100B,2018,"""118 Matatua Road, Raumati Beach""",,,2794.93
1528131200,2018,"""120 Matatua Road, Raumati Beach""",,,3608.4
1528131300A,2018,"""122 Matatua Road, Raumati Beach""",,,2811.8
1528131300B,2018,"""122 Matatua Road, Raumati Beach""",,,3203.81
1528131400,2018,"""124A Matatua Road, Raumati Beach""",,,2959.65
1528131401,2018,"""124B Matatua Road, Raumati Beach""",,,2697.44
1528131500,2018,"""126 Matatua Road, Raumati Beach""",,,3165.55
1528131501,2018,"""126B Matatua Road, Raumati Beach""",,,3171.3
1528131600,2018,"""128 Matatua Road, Raumati Beach""",,,4028.27
1528131700,2018,"""130 Matatua Road, Raumati Beach""",,,3274.7
1528131800,2018,"""132 Matatua Road, Raumati Beach""",,,3386.91
1528131900,2018,"""134 Matatua Road, Raumati Beach""",,,2734.91
1528131901,2018,"""Matatua Road, Raumati Beach""",,,0
1528131902,2018,"""136 Matatua Road, Raumati Beach""",,,3153.24
1528132000,2018,"""143A Matatua Road, Raumati Beach""",,,3119.11
